City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
463,Vilhena,-12.7406,-60.1458,73.62,94,75,4.61,broken clouds,2021-11-03 21:17:09
464,Mogotes,6.4756,-72.9705,66.78,89,88,2.98,overcast clouds,2021-11-03 21:17:09
465,Boralday,43.3578,76.8594,13.86,85,90,6.71,heavy shower snow,2021-11-03 21:17:10
466,Carbonia,39.1672,8.5222,60.01,83,100,14.58,light rain,2021-11-03 21:17:10
467,Ossora,59.2353,163.0719,23.5,85,100,9.35,overcast clouds,2021-11-03 21:17:10
468,Mattru,7.6244,-11.8332,74.57,95,28,2.51,light rain,2021-11-03 21:17:11
469,Iwanai,42.9744,140.5089,44.2,91,26,3.09,scattered clouds,2021-11-03 21:17:11
470,Nokaneng,-19.6667,22.2667,86.13,13,48,4.25,scattered clouds,2021-11-03 21:17:12
471,Cairns,-16.9167,145.7667,78.06,94,40,12.66,light rain,2021-11-03 21:17:12
472,Gulfport,30.3674,-89.0928,73.45,59,1,0.0,clear sky,2021-11-03 21:13:01
473,Faanui,-16.4833,-151.75,78.31,79,14,7.49,light rain,2021-11-03 21:17:12
474,Fresno,36.6666,-119.8343,76.41,56,1,3.44,clear sky,2021-11-03 21:17:13
475,Sabzevar,36.2126,57.6819,63.54,38,98,3.56,overcast clouds,2021-11-03 21:17:13
476,Brainerd,46.358,-94.2008,44.85,39,1,8.05,clear sky,2021-11-03 21:17:13
477,Delmiro Gouveia,-9.3886,-37.9992,94.82,25,97,2.55,overcast clouds,2021-11-03 21:17:14
478,Eureka,40.8021,-124.1637,75.13,59,100,8.99,overcast clouds,2021-11-03 21:14:17
479,Ilulissat,69.2167,-51.1,28.6,77,88,9.42,overcast clouds,2021-11-03 21:17:14
480,Kandrian,-6.2167,149.55,79.97,85,71,10.78,light rain,2021-11-03 21:17:14
481,Hutchinson,38.0608,-97.9298,49.82,68,90,6.91,overcast clouds,2021-11-03 21:17:02
482,Bengkulu,-3.8004,102.2655,74.86,90,100,3.71,overcast clouds,2021-11-03 21:17:15
483,Bairiki,1.3292,172.9752,86.0,70,75,8.05,broken clouds,2021-11-03 21:17:15
484,Luena,-11.7833,19.9167,65.61,79,59,3.8,light rain,2021-11-03 21:17:16
485,Opelousas,30.5335,-92.0815,71.8,56,1,6.91,clear sky,2021-11-03 21:12:45
486,Sao Filipe,14.8961,-24.4956,79.9,73,97,6.02,overcast clouds,2021-11-03 21:17:16
487,Cape Girardeau,37.3834,-89.7168,53.19,36,53,7.49,broken clouds,2021-11-03 21:17:17
488,Kulebaki,55.4133,42.5325,42.33,73,100,11.74,overcast clouds,2021-11-03 21:17:17
489,Portland,45.5234,-122.6762,61.5,73,75,1.99,broken clouds,2021-11-03 21:15:49
490,Pawai,24.2667,80.1667,64.27,49,76,2.21,broken clouds,2021-11-03 21:17:17
491,Aromashevo,56.8602,68.6375,17.51,78,96,10.87,overcast clouds,2021-11-03 21:17:18
492,Ordynskoye,54.3656,81.8994,1.06,98,70,3.71,broken clouds,2021-11-03 21:17:18
493,Kenora,49.8167,-94.4337,40.17,56,20,12.66,few clouds,2021-11-03 21:15:28
494,Nyagan,62.1406,65.3936,23.68,80,100,9.6,overcast clouds,2021-11-03 21:17:18
495,Nusaybin,37.0778,41.2178,65.79,63,40,13.8,scattered clouds,2021-11-03 21:17:19
496,Inyonga,-6.7167,32.0667,68.43,79,9,3.2,clear sky,2021-11-03 21:17:19
497,Gizo,-8.103,156.8419,82.45,74,96,6.55,light rain,2021-11-03 21:17:19
498,Yerbogachen,61.2767,108.0108,-5.96,98,36,3.67,scattered clouds,2021-11-03 21:17:20
499,Gueugnon,46.6036,4.0629,44.98,98,42,2.39,scattered clouds,2021-11-03 21:17:20
500,San Andres,12.5847,-81.7006,86.02,70,20,9.22,few clouds,2021-11-03 21:17:20
501,Frankfort,-27.2667,28.4833,60.22,25,0,3.96,clear sky,2021-11-03 21:17:20
502,Caravelas,-17.7125,-39.2481,76.03,86,46,7.94,scattered clouds,2021-11-03 21:17:21
503,Zabaykalsk,49.6333,117.3167,28.02,82,12,4.83,few clouds,2021-11-03 21:17:21
504,Xai-Xai,-25.0519,33.6442,70.34,86,6,9.69,clear sky,2021-11-03 21:17:21
505,Buala,-8.145,159.5921,81.37,79,80,5.14,light rain,2021-11-03 21:17:22
506,Praia,14.9215,-23.5087,81.14,50,20,10.36,few clouds,2021-11-03 21:17:22
507,Khasan,42.4308,130.6434,48.97,84,63,8.05,broken clouds,2021-11-03 21:17:22
508,Lashio,22.9333,97.75,61.93,95,90,1.72,overcast clouds,2021-11-03 21:17:23
509,Bumba,2.1833,22.4667,71.17,96,93,3.27,overcast clouds,2021-11-03 21:18:23
510,Port-Cartier,50.0334,-66.8654,39.74,58,94,8.75,overcast clouds,2021-11-03 21:18:23
511,Nurota,40.5614,65.6886,48.29,54,86,9.35,overcast clouds,2021-11-03 21:18:24
512,Alice Springs,-23.7,133.8833,65.75,100,97,5.75,overcast clouds,2021-11-03 21:14:13
513,Gondar,12.6,37.4667,58.82,61,10,4.36,clear sky,2021-11-03 21:18:24
514,Sangar,63.9242,127.4739,15.35,94,100,11.59,light snow,2021-11-03 21:18:24
515,Taiyuan,37.8694,112.5603,35.46,87,0,2.24,mist,2021-11-03 21:18:25
516,Henties Bay,-22.116,14.2845,56.86,87,9,7.47,clear sky,2021-11-03 21:18:25
517,Aripuana,-9.1667,-60.6333,76.19,90,100,7.81,overcast clouds,2021-11-03 21:18:26
518,Huilong,31.8111,121.655,63.03,69,96,5.84,overcast clouds,2021-11-03 21:18:26
519,Catamarca,-28.4696,-65.7852,86.77,45,0,8.99,clear sky,2021-11-03 21:18:26
520,Gumdag,39.2061,54.5906,60.94,47,100,12.64,overcast clouds,2021-11-03 21:18:27
521,College,64.8569,-147.8028,35.58,90,75,0.0,broken clouds,2021-11-03 21:18:27
522,Altamira,-3.2033,-52.2064,87.89,66,40,2.3,scattered clouds,2021-11-03 21:18:27
523,Hobe Sound,27.0595,-80.1364,82.98,64,40,10.36,scattered clouds,2021-11-03 21:18:28
524,Kokstad,-30.5472,29.4241,53.17,93,5,3.87,clear sky,2021-11-03 21:18:28
525,Marinette,45.1,-87.6307,40.3,56,90,4.61,overcast clouds,2021-11-03 21:18:28
526,Bubaque,11.2833,-15.8333,82.18,77,7,9.6,clear sky,2021-11-03 21:18:13
527,Viedma,-40.8135,-62.9967,80.83,36,81,22.57,broken clouds,2021-11-03 21:18:29
528,Qazvin,36.2797,50.0049,56.93,65,7,6.98,clear sky,2021-11-03 21:18:29
529,Kibondo,-3.5864,30.7203,60.75,93,79,1.21,broken clouds,2021-11-03 21:18:29
530,Madimba,-10.4,40.3333,77.31,82,4,7.25,clear sky,2021-11-03 21:18:30
531,San Ramon,37.7799,-121.978,75.92,57,1,1.01,clear sky,2021-11-03 21:18:30
532,Banda Aceh,5.5577,95.3222,78.87,80,97,0.45,overcast clouds,2021-11-03 21:18:30
533,Gulabpura,25.9,74.6667,68.77,36,3,2.82,clear sky,2021-11-03 21:18:30
534,Amapa,1.0,-52.0,80.37,70,100,2.37,moderate rain,2021-11-03 21:18:31
535,Ahuimanu,21.4447,-157.8378,84.78,68,75,9.22,broken clouds,2021-11-03 21:18:31
536,Ganzhou,28.8184,115.4327,62.01,87,100,1.01,overcast clouds,2021-11-03 21:16:48
537,Adrar,20.5022,-10.0711,79.95,15,0,7.92,clear sky,2021-11-03 21:18:31
538,Lae,-6.7221,146.9847,75.87,82,23,3.31,few clouds,2021-11-03 21:18:25
539,Jacqueville,5.2052,-4.4146,82.31,83,57,10.25,broken clouds,2021-11-03 21:18:32
540,Kidal,18.4411,1.4078,83.64,12,37,8.59,scattered clouds,2021-11-03 21:18:32
541,Tura,25.5198,90.2201,62.85,91,5,3.18,clear sky,2021-11-03 21:18:32
542,Patharia,23.9,79.2,63.27,49,81,2.57,broken clouds,2021-11-03 21:18:33
543,Hecun,36.5333,114.1111,54.43,56,0,4.32,clear sky,2021-11-03 21:18:33
544,Ambon,-3.6954,128.1814,81.12,81,47,6.42,scattered clouds,2021-11-03 21:18:33
545,Vyazma,55.2104,34.2951,46.49,93,100,10.92,overcast clouds,2021-11-03 21:18:34
546,Vao,-22.6667,167.4833,69.4,65,0,9.71,clear sky,2021-11-03 21:18:34
547,Mirabad,30.4362,61.8383,65.86,15,98,2.53,overcast clouds,2021-11-03 21:18:34
548,Namibe,-15.1961,12.1522,64.51,85,29,1.43,scattered clouds,2021-11-03 21:18:35
549,Cockburn Town,21.4612,-71.1419,82.26,71,6,12.53,clear sky,2021-11-03 21:18:35
550,Pleshanovo,52.8333,53.4833,24.04,37,0,10.85,clear sky,2021-11-03 21:18:35
551,Richards Bay,-28.783,32.0377,63.88,81,0,4.38,clear sky,2021-11-03 21:18:35
552,Ihosy,-22.4,46.1167,73.94,60,15,7.92,few clouds,2021-11-03 21:18:36
553,Zmiyiv,49.6966,36.3611,52.52,97,100,4.43,overcast clouds,2021-11-03 21:18:36
554,Kerouane,9.2667,-9.0167,74.17,72,15,3.71,few clouds,2021-11-03 21:18:36
555,Rajaldesar,28.0333,74.4667,69.96,35,0,5.28,clear sky,2021-11-03 21:19:37
556,Itoman,26.1247,127.6694,69.82,72,40,8.05,scattered clouds,2021-11-03 21:19:37
557,Mporokoso,-9.3727,30.125,64.49,86,9,3.18,clear sky,2021-11-03 21:19:37
558,Sampit,-2.5333,112.95,74.25,96,100,1.19,overcast clouds,2021-11-03 21:19:38
559,Zhigansk,66.7697,123.3711,-8.84,97,100,9.64,overcast clouds,2021-11-03 21:19:38
560,Huejuquilla El Alto,22.6,-103.8667,76.77,30,22,8.3,few clouds,2021-11-03 21:19:38
561,Lermontovka,47.1453,134.3383,37.49,75,89,3.22,overcast clouds,2021-11-03 21:19:38
562,Port Hedland,-20.3167,118.5667,68.05,94,5,5.75,clear sky,2021-11-03 21:19:39
563,Laishevo,55.4046,49.5504,32.22,49,2,17.43,clear sky,2021-11-03 21:19:39
564,Celestun,20.8667,-90.4,81.43,56,100,11.3,overcast clouds,2021-11-03 21:19:39
565,Saint George,37.1041,-113.5841,77.47,30,1,1.01,clear sky,2021-11-03 21:19:40
566,Hokitika,-42.7167,170.9667,54.79,40,99,3.8,overcast clouds,2021-11-03 21:19:40
567,Wyszkow,52.5928,21.4584,50.34,85,11,8.39,few clouds,2021-11-03 21:19:40
568,Baicheng,45.6167,122.8167,37.0,69,3,3.29,clear sky,2021-11-03 21:19:41
569,Basoko,1.2391,23.616,70.79,96,85,1.72,overcast clouds,2021-11-03 21:19:41
570,Vogar,63.9832,-22.3874,43.36,81,90,20.71,overcast clouds,2021-11-03 21:19:41
571,Estevan,49.1334,-102.9842,50.34,46,1,4.61,clear sky,2021-11-03 21:17:23
572,Anloga,5.7947,0.8973,81.16,77,47,9.4,scattered clouds,2021-11-03 21:19:42
573,Maniitsoq,65.4167,-52.9,34.93,99,100,19.22,moderate rain,2021-11-03 21:18:08
574,Zeya,53.75,127.2667,28.08,98,95,2.53,light snow,2021-11-03 21:19:42
575,Sibolga,1.7427,98.7792,75.65,90,100,0.81,light rain,2021-11-03 21:19:42
576,Hvide Sande,56.0045,8.1294,43.09,86,13,8.48,few clouds,2021-11-03 21:19:43
577,Eniwa,42.8779,141.5442,42.22,100,20,8.05,few clouds,2021-11-03 21:19:43
578,Walvis Bay,-22.9575,14.5053,57.09,82,67,4.61,broken clouds,2021-11-03 21:19:43
579,Newton,42.337,-71.2092,50.9,49,75,1.99,broken clouds,2021-11-03 21:18:45
580,Russell,32.3502,-85.1999,69.08,58,1,5.75,clear sky,2021-11-03 21:19:44
581,Qui Nhon,13.7667,109.2333,75.9,90,98,6.42,overcast clouds,2021-11-03 21:19:44
582,Panaba,21.2833,-88.2667,84.61,44,99,13.02,overcast clouds,2021-11-03 21:19:44
583,Elmira,42.0898,-76.8077,45.01,59,1,8.05,clear sky,2021-11-03 21:18:18
584,Caceres,39.522,-6.3748,46.8,72,62,6.91,broken clouds,2021-11-03 21:19:45
585,Andra,62.5147,65.8878,21.42,85,100,8.21,overcast clouds,2021-11-03 21:19:45
586,Maragogi,-9.0122,-35.2225,79.41,81,26,16.89,scattered clouds,2021-11-03 21:19:45
587,Sobolevo,54.4299,31.8996,46.02,85,95,12.82,overcast clouds,2021-11-03 21:19:46
588,Novoagansk,61.9449,76.6625,15.51,82,100,14.14,overcast clouds,2021-11-03 21:19:46
589,General Artigas,-26.9333,-56.2167,71.49,68,71,5.03,broken clouds,2021-11-03 21:19:46
590,Dauphin,51.1494,-100.0502,50.14,37,1,11.5,clear sky,2021-11-03 21:19:47
591,Tiznit,29.5833,-9.5,61.86,87,97,6.69,overcast clouds,2021-11-03 21:19:47
592,Nyurba,63.2842,118.3319,4.64,95,96,6.15,overcast clouds,2021-11-03 21:19:47
593,Rakaia,-43.75,172.0167,56.37,58,0,15.93,clear sky,2021-11-03 21:19:47
594,Yei,4.095,30.6779,65.89,94,100,2.89,light rain,2021-11-03 21:19:48
595,Presque Isle,46.6811,-68.0159,42.78,75,20,0.0,few clouds,2021-11-03 21:19:48
596,Tomatlan,19.9333,-105.25,85.69,62,100,5.93,overcast clouds,2021-11-03 21:19:48
597,Buraydah,26.326,43.975,70.25,22,0,5.66,clear sky,2021-11-03 21:19:49
598,Igarapava,-20.0383,-47.7469,88.72,46,25,3.96,scattered clouds,2021-11-03 21:19:49
599,Zhezkazgan,47.8043,67.7144,15.06,66,5,15.08,clear sky,2021-11-03 21:19:49
600,Igarka,67.4667,86.5833,7.47,95,100,19.39,light snow,2021-11-03 21:19:50
601,Comodoro Rivadavia,-45.8667,-67.5,64.26,36,40,25.32,scattered clouds,2021-11-03 21:20:50
602,Eskisehir,39.7767,30.5206,48.07,100,0,0.0,clear sky,2021-11-03 21:20:50
603,Ardino,41.5833,25.1333,41.43,88,51,6.22,broken clouds,2021-11-03 21:20:51
604,Surami,42.0243,43.5556,53.67,96,100,5.12,overcast clouds,2021-11-03 21:20:51
605,Manzanillo,20.3433,-77.1167,87.33,53,12,11.16,few clouds,2021-11-03 21:20:51
606,Pereslavl-Zalesskiy,56.7393,38.8563,42.48,90,100,12.39,light rain,2021-11-03 21:20:52
607,Vidim,56.4088,103.1106,6.66,80,100,9.93,overcast clouds,2021-11-03 21:20:52
608,Redcar,54.6166,-1.06,46.62,84,98,10.0,overcast clouds,2021-11-03 21:20:52
609,Varhaug,58.6147,5.6457,46.47,74,60,6.2,broken clouds,2021-11-03 21:20:53
610,Serik,36.9169,31.0989,62.85,77,21,3.56,few clouds,2021-11-03 21:20:53
611,Ocos,14.5094,-92.1933,93.7,70,100,3.78,overcast clouds,2021-11-03 21:20:53
612,Bitkine,11.9801,18.2138,85.42,21,15,4.07,few clouds,2021-11-03 21:20:53
613,Elliot,-31.3333,27.85,51.08,62,3,2.1,clear sky,2021-11-03 21:20:54
614,Aykhal,66.0,111.5,-19.64,100,98,2.66,overcast clouds,2021-11-03 21:20:54
615,Bom Jesus,-9.0744,-44.3586,83.98,57,94,3.89,overcast clouds,2021-11-03 21:20:54
616,Corvallis,44.5646,-123.262,67.91,89,40,3.0,scattered clouds,2021-11-03 21:20:55
617,Makakilo City,21.3469,-158.0858,83.61,64,75,8.05,broken clouds,2021-11-03 21:20:55
618,Tadine,-21.55,167.8833,72.16,61,17,11.23,few clouds,2021-11-03 21:20:55
619,Rio Cuarto,-33.1307,-64.3499,81.88,44,20,20.71,few clouds,2021-11-03 21:16:05
620,San Jose Del Guaviare,2.5729,-72.6459,81.93,77,100,3.51,overcast clouds,2021-11-03 21:20:56
621,Puerto Madero,14.7208,-92.4215,88.0,66,75,5.75,broken clouds,2021-11-03 21:20:56
622,Beaumont,30.0861,-94.1019,67.98,75,90,16.11,overcast clouds,2021-11-03 21:20:56
623,Lusambo,-4.9667,23.45,66.15,99,92,1.05,overcast clouds,2021-11-03 21:20:57
624,Gaozhou,21.9392,110.8461,70.02,92,8,4.88,clear sky,2021-11-03 21:20:57
625,Cabo San Lucas,22.8909,-109.9124,89.51,58,0,6.62,clear sky,2021-11-03 21:20:44
626,Fort Nelson,58.8053,-122.7002,26.19,68,40,3.44,scattered clouds,2021-11-03 21:20:57
627,Evanston,42.0411,-87.6901,45.1,48,75,4.0,broken clouds,2021-11-03 21:20:45
628,Wakkanai,45.4094,141.6739,47.62,86,100,12.3,overcast clouds,2021-11-03 21:20:58
629,Arica,-18.475,-70.3042,69.35,72,0,9.22,clear sky,2021-11-03 21:18:04
630,Hohhot,40.8106,111.6522,26.89,68,0,2.24,clear sky,2021-11-03 21:20:28
631,Fare,-16.7,-151.0167,78.66,75,6,3.0,clear sky,2021-11-03 21:20:58
632,Kajaani,64.2273,27.7285,39.25,100,90,5.75,overcast clouds,2021-11-03 21:20:59
633,Sombrio,-29.1139,-49.6167,70.93,95,100,8.12,overcast clouds,2021-11-03 21:20:59
634,Gao,16.6362,1.637,83.23,14,3,9.55,clear sky,2021-11-03 21:20:59
635,Kirensk,57.7853,108.1119,12.58,82,100,8.37,overcast clouds,2021-11-03 21:20:59
636,Parabel,58.6978,81.4825,8.98,86,89,7.99,overcast clouds,2021-11-03 21:21:00
637,Kurilsk,45.2333,147.8833,45.36,87,100,14.99,moderate rain,2021-11-03 21:21:00
638,Vigrestad,58.5667,5.7,46.58,73,58,6.31,broken clouds,2021-11-03 21:21:01
639,Puerto Madryn,-42.7692,-65.0385,73.09,53,84,29.17,broken clouds,2021-11-03 21:21:01
640,Sisimiut,66.9395,-53.6735,33.93,99,100,10.16,light rain,2021-11-03 21:21:02
641,Chimbote,-9.0853,-78.5783,67.05,74,56,8.66,broken clouds,2021-11-03 21:21:03
642,Pili,13.5833,123.3,75.83,93,87,4.47,overcast clouds,2021-11-03 21:21:03
643,Angoche,-16.2325,39.9086,76.78,86,0,13.8,clear sky,2021-11-03 21:21:04
644,Ous,60.9058,61.5186,24.84,78,54,9.86,broken clouds,2021-11-03 21:21:04
645,Winneba,5.3511,-0.6231,81.07,85,92,6.93,overcast clouds,2021-11-03 21:21:05
646,Sandwick,60.0,-1.25,42.62,87,75,16.11,broken clouds,2021-11-03 21:17:19
647,Berlevag,70.8578,29.0864,41.0,81,0,18.41,clear sky,2021-11-03 21:21:05
648,Rockhampton,-23.3833,150.5,69.69,64,35,10.36,scattered clouds,2021-11-03 21:22:05
649,Sinnamary,5.3833,-52.95,81.37,73,99,9.93,overcast clouds,2021-11-03 21:22:06
650,Batemans Bay,-35.7167,150.1833,66.2,81,100,4.0,light rain,2021-11-03 21:22:06
651,Sao Sebastiao,-23.76,-45.4097,71.4,87,83,5.01,broken clouds,2021-11-03 21:22:06
652,Amurzet,47.6967,131.0981,36.41,64,100,5.06,overcast clouds,2021-11-03 21:22:06
653,Vestmanna,62.1564,-7.1664,36.52,81,75,12.66,broken clouds,2021-11-03 21:22:07
654,Flinders,-34.5833,150.8552,68.05,84,100,1.01,overcast clouds,2021-11-03 21:22:07
655,Livingston,55.9029,-3.5226,43.16,76,0,5.75,clear sky,2021-11-03 21:18:42
656,Pitimbu,-7.4706,-34.8086,81.19,75,29,12.59,scattered clouds,2021-11-03 21:22:07
657,Hofn,64.2539,-15.2082,37.15,61,99,8.39,overcast clouds,2021-11-03 21:22:08
658,Surt,31.2089,16.5887,78.42,38,0,12.46,clear sky,2021-11-03 21:22:08
659,Nuuk,64.1835,-51.7216,34.41,100,90,32.21,light rain,2021-11-03 21:21:22
660,America Dourada,-11.4553,-41.4361,73.54,83,100,3.4,overcast clouds,2021-11-03 21:22:09
661,Salta,-24.7859,-65.4117,79.39,53,40,5.99,scattered clouds,2021-11-03 21:18:00
662,Byron Bay,-28.65,153.6167,69.87,67,98,3.6,overcast clouds,2021-11-03 21:21:48
663,Verkhoyansk,67.5447,133.385,-18.31,100,71,2.71,broken clouds,2021-11-03 21:22:09
664,Pringsewu,-5.3582,104.9744,73.51,95,92,3.74,overcast clouds,2021-11-03 21:22:09
665,Roszke,46.188,20.0337,57.18,85,100,16.37,overcast clouds,2021-11-03 21:22:10
666,Honiara,-9.4333,159.95,80.4,79,59,3.67,broken clouds,2021-11-03 21:17:58
667,Tansen,27.8673,83.5467,51.17,88,0,4.34,clear sky,2021-11-03 21:22:10
668,Mykolayivka,47.5414,30.7561,52.29,70,88,2.89,overcast clouds,2021-11-03 21:22:10
669,Ryotsu,38.0833,138.4333,55.02,65,12,5.84,few clouds,2021-11-03 21:22:11
670,Bonavista,48.6499,-53.1147,45.12,66,74,4.65,broken clouds,2021-11-03 21:22:11
671,Talara,-4.5772,-81.2719,72.36,64,0,10.36,clear sky,2021-11-03 21:22:11
672,Reconquista,-29.15,-59.65,85.21,45,42,6.33,scattered clouds,2021-11-03 21:22:12
673,Chistogorskiy,53.9835,87.3843,8.8,89,100,2.75,overcast clouds,2021-11-03 21:22:12
674,Santiago Del Estero,-27.7951,-64.2615,89.22,38,16,11.32,few clouds,2021-11-03 21:22:12
675,Langfang,39.5097,116.6947,46.65,70,0,4.34,clear sky,2021-11-03 21:22:13
676,Bressanone,46.715,11.656,50.16,100,100,1.14,light rain,2021-11-03 21:22:13
677,Jinxiang,27.4327,120.6062,62.11,91,100,5.08,light rain,2021-11-03 21:22:13
678,Nelson Bay,-32.7167,152.15,68.09,75,100,1.99,overcast clouds,2021-11-03 21:17:16
679,Katherine,-14.4667,132.2667,80.92,65,5,4.61,clear sky,2021-11-03 21:22:14
680,Oistins,13.0667,-59.5333,82.49,69,20,10.36,few clouds,2021-11-03 21:22:14
681,Fereydunshahr,32.941,50.121,45.45,48,4,3.91,clear sky,2021-11-03 21:22:14
682,Genteng,-8.3667,114.15,73.27,97,100,1.7,overcast clouds,2021-11-03 21:22:14
683,Tual,-5.6667,132.75,84.33,74,60,13.87,broken clouds,2021-11-03 21:22:15
684,Abha,18.2164,42.5053,57.02,24,0,0.0,clear sky,2021-11-03 21:22:15
685,Fort-De-France,14.6089,-61.0733,82.42,78,75,12.66,broken clouds,2021-11-03 21:22:15
686,Omsukchan,62.5333,155.8,1.76,88,30,4.97,scattered clouds,2021-11-03 21:22:16
687,Verkhnyaya Inta,65.9811,60.3094,29.86,89,100,24.85,overcast clouds,2021-11-03 21:22:16
688,Coquimbo,-29.9533,-71.3436,58.73,77,75,6.91,broken clouds,2021-11-03 21:22:16
689,Devrek,41.2192,31.9558,59.29,88,68,4.05,broken clouds,2021-11-03 21:22:16
690,Pfarrkirchen,48.432,12.9381,48.07,91,100,9.19,overcast clouds,2021-11-03 21:22:17
691,Hanko,59.8333,22.95,47.84,91,100,14.0,overcast clouds,2021-11-03 21:22:17
692,Tamandare,-8.7597,-35.1047,79.57,80,26,15.9,scattered clouds,2021-11-03 21:22:17
693,Hervey Bay,-25.2986,152.8535,67.01,80,45,9.44,scattered clouds,2021-11-03 21:22:18
694,Ambovombe,-25.1667,46.0833,71.01,85,2,1.81,clear sky,2021-11-03 21:22:18
695,Noyabrsk,63.1994,75.4507,16.07,92,100,17.02,overcast clouds,2021-11-03 21:23:18
696,Kenai,60.5544,-151.2583,41.09,94,20,4.61,light rain,2021-11-03 21:23:19
